checkpoint	method	class_id	class_name	support	precision	recall	f1	tp	fp	fn
step_00008000	one_mer_nearest_centroid	0	background	32	0.17567567567567569	0.40625	0.24528301886792453	13	61	19
step_00008000	one_mer_nearest_centroid	1	coding	32	0.16666666666666666	0.03125	0.05263157894736842	1	5	31
step_00008000	one_mer_nearest_centroid	2	gene_body	32	0.13333333333333333	0.0625	0.0851063829787234	2	13	30
step_00008000	one_mer_nearest_centroid	3	promoter	32	0.1891891891891892	0.4375	0.2641509433962264	14	60	18
step_00008000	one_mer_nearest_centroid	4	splice	32	0.24242424242424243	0.25	0.24615384615384617	8	25	24
step_00008000	one_mer_nearest_centroid	5	tes	32	0.2	0.0625	0.09523809523809523	2	8	30
step_00008000	one_mer_nearest_centroid	6	utr	32	0.16666666666666666	0.0625	0.09090909090909091	2	10	30
step_00008000	model_embedding_nearest_centroid	0	background	32	0.4482758620689655	0.8125	0.5777777777777777	26	32	6
step_00008000	model_embedding_nearest_centroid	1	coding	32	0.0	0.0	0.0	0	12	32
step_00008000	model_embedding_nearest_centroid	2	gene_body	32	0.0	0.0	0.0	0	12	32
step_00008000	model_embedding_nearest_centroid	3	promoter	32	0.375	0.28125	0.32142857142857145	9	15	23
step_00008000	model_embedding_nearest_centroid	4	splice	32	0.23529411764705882	0.5	0.31999999999999995	16	52	16
step_00008000	model_embedding_nearest_centroid	5	tes	32	0.13636363636363635	0.09375	0.1111111111111111	3	19	29
step_00008000	model_embedding_nearest_centroid	6	utr	32	0.35714285714285715	0.3125	0.3333333333333333	10	18	22
step_00008000	model_region_head_argmax	0	background	32	0.6666666666666666	0.0625	0.11428571428571428	2	1	30
step_00008000	model_region_head_argmax	1	coding	32	0.1736111111111111	0.78125	0.28409090909090906	25	119	7
step_00008000	model_region_head_argmax	2	gene_body	32	0.0	0.0	0.0	0	0	32
step_00008000	model_region_head_argmax	3	promoter	32	0.27419354838709675	0.53125	0.3617021276595745	17	45	15
step_00008000	model_region_head_argmax	4	splice	32	0.0	0.0	0.0	0	0	32
step_00008000	model_region_head_argmax	5	tes	32	0.0	0.0	0.0	0	0	32
step_00008000	model_region_head_argmax	6	utr	32	0.4666666666666667	0.21875	0.2978723404255319	7	8	25
