task_id	task_type	model_id	context	track	seed	best_epoch	validation_threshold	accuracy	precision	recall	specificity	f1	balanced_accuracy	mcc	auroc	auprc	brier	ece	tp	tn	fp	fn	rc_test_samples	rc_cosine_mean	rc_l2_mean	selected_alpha	pearson_macro	spearman_macro	r2_macro	mae_macro	rmse_macro	panel_code
lncrna_multispecies	binary	CropGenomeFM_step19000_continuation	512	official_dataset_split	97	124	0.430564284324646	0.6561115668580804	0.6342985521717424	0.8010718789407314	0.49880260006842286	0.7079966564502648	0.6499372395045772	0.3156427445608485	0.7139109355336788	0.7091330216028987	0.21437134445305234	0.024487061397832598	2541	1458	1465	631	6095	1.0	0.00014588511839974672							A4
enhancer_cassava_proseq	binary	CropGenomeFM_step19000_continuation	512	official_dataset_split	13	59	0.427803099155426	0.7327586206896551	0.7069767441860465	0.769620253164557	0.697841726618705	0.7369696969696969	0.733730989891631	0.46810896661233037	0.8198888990073764	0.8053560141341018	0.173409093112791	0.033826850916963205	304	291	126	91	812	1.0	0.0							A5
enhancer_cassava_proseq	binary	CropGenomeFM_step19000_continuation	512	official_dataset_split	29	59	0.427803099155426	0.7327586206896551	0.7069767441860465	0.769620253164557	0.697841726618705	0.7369696969696969	0.733730989891631	0.46810896661233037	0.8198888990073764	0.8053560141341018	0.173409093112791	0.033826850916963205	304	291	126	91	812	1.0	0.0							A5
enhancer_cassava_proseq	binary	CropGenomeFM_step19000_continuation	512	official_dataset_split	43	59	0.427803099155426	0.7327586206896551	0.7069767441860465	0.769620253164557	0.697841726618705	0.7369696969696969	0.733730989891631	0.46810896661233037	0.8198888990073764	0.8053560141341018	0.173409093112791	0.033826850916963205	304	291	126	91	812	1.0	0.0							A5
enhancer_cassava_proseq	binary	CropGenomeFM_step19000_continuation	512	official_dataset_split	71	59	0.427803099155426	0.7327586206896551	0.7069767441860465	0.769620253164557	0.697841726618705	0.7369696969696969	0.733730989891631	0.46810896661233037	0.8198888990073764	0.8053560141341018	0.173409093112791	0.033826850916963205	304	291	126	91	812	1.0	0.0							A5
enhancer_cassava_proseq	binary	CropGenomeFM_step19000_continuation	512	official_dataset_split	97	59	0.427803099155426	0.7327586206896551	0.7069767441860465	0.769620253164557	0.697841726618705	0.7369696969696969	0.733730989891631	0.46810896661233037	0.8198888990073764	0.8053560141341018	0.173409093112791	0.033826850916963205	304	291	126	91	812	1.0	0.0							A5
gene_expression_glycine_max	multi_regression	CropGenomeFM_step19000_continuation	512	official_dataset_split	deterministic_ridge																		4803	1.0	0.0	100.0	0.12934572658514298	0.1165949264045	0.010161704509464964	2.411265843640595	2.7830362943595586	A6
gene_expression_oryza_sativa	multi_regression	CropGenomeFM_step19000_continuation	512	official_dataset_split	deterministic_ridge																		3702	1.0	0.0	100.0	0.0777148813436261	0.06933216114808145	-0.008472871726672946	3.270192115355225	3.7502759151655947	A7
gene_expression_zea_mays	multi_regression	CropGenomeFM_step19000_continuation	512	official_dataset_split	deterministic_ridge																		4483	1.0	0.0	100.0	0.1548111775908661	0.1479693134527932	0.01779378061792584	3.453286696071601	3.8918775125673557	A8
gene_expression_solanum_lycopersicum	multi_regression	CropGenomeFM_step19000_continuation	512	official_dataset_split	deterministic_ridge																		3827	1.0	0.0	100.0	0.24576442292066142	0.242320763210089	0.056269798704304465	3.543050600960948	4.012590018276377	A9
gene_expression_arabidopsis_thaliana	multi_regression	CropGenomeFM_step19000_continuation	512	official_dataset_split	deterministic_ridge																		3402	1.0	6.756779475836083e-05	100.0	0.09748723010291085	0.09171991598749793	-0.002774528773274879	3.8936416400086378	4.361707797148577	A10
