task_id	task_type	model_id	context	track	seed	best_epoch	validation_threshold	accuracy	precision	recall	specificity	f1	balanced_accuracy	mcc	auroc	auprc	brier	ece	tp	tn	fp	fn	rc_test_samples	rc_cosine_mean	rc_l2_mean	selected_alpha	pearson_macro	spearman_macro	r2_macro	mae_macro	rmse_macro	panel_code
lncrna_multispecies	binary	CropGenomeFM_step19000_continuation	6000	official_dataset_split	13	84	0.435516357421875	0.6593929450369155	0.641091658084449	0.7849936948297604	0.5230927129661307	0.70578231292517	0.6540432038979456	0.3201249720527907	0.7179886959924312	0.7149463044822296	0.21377938429751955	0.027646340601760487	2490	1529	1394	682	6095	1.0	7.21005960713228e-07							A4
lncrna_multispecies	binary	CropGenomeFM_step19000_continuation	6000	official_dataset_split	29	84	0.435516357421875	0.6593929450369155	0.641091658084449	0.7849936948297604	0.5230927129661307	0.70578231292517	0.6540432038979456	0.3201249720527907	0.7179886959924312	0.7149463044822296	0.21377938429751955	0.027646340601760487	2490	1529	1394	682	6095	1.0	7.21005960713228e-07							A4
lncrna_multispecies	binary	CropGenomeFM_step19000_continuation	6000	official_dataset_split	43	84	0.435516357421875	0.6593929450369155	0.641091658084449	0.7849936948297604	0.5230927129661307	0.70578231292517	0.6540432038979456	0.3201249720527907	0.7179886959924312	0.7149463044822296	0.21377938429751955	0.027646340601760487	2490	1529	1394	682	6095	1.0	7.21005960713228e-07							A4
lncrna_multispecies	binary	CropGenomeFM_step19000_continuation	6000	official_dataset_split	71	84	0.435516357421875	0.6593929450369155	0.641091658084449	0.7849936948297604	0.5230927129661307	0.70578231292517	0.6540432038979456	0.3201249720527907	0.7179886959924312	0.7149463044822296	0.21377938429751955	0.027646340601760487	2490	1529	1394	682	6095	1.0	7.21005960713228e-07							A4
lncrna_multispecies	binary	CropGenomeFM_step19000_continuation	6000	official_dataset_split	97	84	0.435516357421875	0.6593929450369155	0.641091658084449	0.7849936948297604	0.5230927129661307	0.70578231292517	0.6540432038979456	0.3201249720527907	0.7179886959924312	0.7149463044822296	0.21377938429751955	0.027646340601760487	2490	1529	1394	682	6095	1.0	7.21005960713228e-07							A4
enhancer_cassava_proseq	binary	CropGenomeFM_step19000_continuation	6000	official_dataset_split	13	151	0.419969767332077	0.7647783251231527	0.7350230414746544	0.8075949367088607	0.7242206235011991	0.7696019300361882	0.7659077801050299	0.5328891167386995	0.844634672009228	0.8307910375613905	0.16183983720175998	0.04419235658248097	319	302	115	76	812	1.0	0.0							A5
enhancer_cassava_proseq	binary	CropGenomeFM_step19000_continuation	6000	official_dataset_split	29	151	0.419969767332077	0.7647783251231527	0.7350230414746544	0.8075949367088607	0.7242206235011991	0.7696019300361882	0.7659077801050299	0.5328891167386995	0.844634672009228	0.8307910375613905	0.16183983720175998	0.04419235658248097	319	302	115	76	812	1.0	0.0							A5
enhancer_cassava_proseq	binary	CropGenomeFM_step19000_continuation	6000	official_dataset_split	43	151	0.419969767332077	0.7647783251231527	0.7350230414746544	0.8075949367088607	0.7242206235011991	0.7696019300361882	0.7659077801050299	0.5328891167386995	0.844634672009228	0.8307910375613905	0.16183983720175998	0.04419235658248097	319	302	115	76	812	1.0	0.0							A5
enhancer_cassava_proseq	binary	CropGenomeFM_step19000_continuation	6000	official_dataset_split	71	151	0.419969767332077	0.7647783251231527	0.7350230414746544	0.8075949367088607	0.7242206235011991	0.7696019300361882	0.7659077801050299	0.5328891167386995	0.844634672009228	0.8307910375613905	0.16183983720175998	0.04419235658248097	319	302	115	76	812	1.0	0.0							A5
enhancer_cassava_proseq	binary	CropGenomeFM_step19000_continuation	6000	official_dataset_split	97	151	0.419969767332077	0.7647783251231527	0.7350230414746544	0.8075949367088607	0.7242206235011991	0.7696019300361882	0.7659077801050299	0.5328891167386995	0.844634672009228	0.8307910375613905	0.16183983720175998	0.04419235658248097	319	302	115	76	812	1.0	0.0							A5
gene_expression_glycine_max	multi_regression	CropGenomeFM_step19000_continuation	6000	official_dataset_split	deterministic_ridge																		4803	1.0	1.4458382793236524e-05	100.0	0.5761245236533671	0.598413331878173	0.33189073811746345	1.827508979153085	2.2863200833707933	A6
gene_expression_oryza_sativa	multi_regression	CropGenomeFM_step19000_continuation	6000	official_dataset_split	deterministic_ridge																		3702	1.0	2.2498878024634905e-05	100.0	0.5064949242959157	0.5342269910908137	0.25584361651533405	2.619971423790904	3.2227613016837955	A7
gene_expression_zea_mays	multi_regression	CropGenomeFM_step19000_continuation	6000	official_dataset_split	deterministic_ridge																		4483	1.0	1.381285437673796e-05	100.0	0.6507714264838775	0.6601378330556505	0.4233519579469765	2.3969012343608003	2.9831016711785945	A8
gene_expression_solanum_lycopersicum	multi_regression	CropGenomeFM_step19000_continuation	6000	official_dataset_split	deterministic_ridge																		3827	1.0	2.2913143766345456e-05	10.0	0.5911702089193247	0.602461578298069	0.34824615814820103	2.715226405639389	3.3346104390472577	A9
gene_expression_arabidopsis_thaliana	multi_regression	CropGenomeFM_step19000_continuation	6000	official_dataset_split	deterministic_ridge																		3402	1.0	1.6828624211484566e-05	100.0	0.5652409723044307	0.5821368211117388	0.3193483499730805	2.95011007314559	3.5943900989718296	A10
