checkpoint	method	class_id	class_name	support	precision	recall	f1	tp	fp	fn
step_00003000	one_mer_nearest_centroid	0	background	32	0.17567567567567569	0.40625	0.24528301886792453	13	61	19
step_00003000	one_mer_nearest_centroid	1	coding	32	0.16666666666666666	0.03125	0.05263157894736842	1	5	31
step_00003000	one_mer_nearest_centroid	2	gene_body	32	0.13333333333333333	0.0625	0.0851063829787234	2	13	30
step_00003000	one_mer_nearest_centroid	3	promoter	32	0.1891891891891892	0.4375	0.2641509433962264	14	60	18
step_00003000	one_mer_nearest_centroid	4	splice	32	0.24242424242424243	0.25	0.24615384615384617	8	25	24
step_00003000	one_mer_nearest_centroid	5	tes	32	0.2	0.0625	0.09523809523809523	2	8	30
step_00003000	one_mer_nearest_centroid	6	utr	32	0.16666666666666666	0.0625	0.09090909090909091	2	10	30
step_00003000	model_embedding_nearest_centroid	0	background	32	0.4642857142857143	0.8125	0.5909090909090908	26	30	6
step_00003000	model_embedding_nearest_centroid	1	coding	32	0.21428571428571427	0.09375	0.13043478260869562	3	11	29
step_00003000	model_embedding_nearest_centroid	2	gene_body	32	0.0	0.0	0.0	0	11	32
step_00003000	model_embedding_nearest_centroid	3	promoter	32	0.2727272727272727	0.1875	0.2222222222222222	6	16	26
step_00003000	model_embedding_nearest_centroid	4	splice	32	0.189873417721519	0.46875	0.2702702702702703	15	64	17
step_00003000	model_embedding_nearest_centroid	5	tes	32	0.0	0.0	0.0	0	12	32
step_00003000	model_embedding_nearest_centroid	6	utr	32	0.3333333333333333	0.3125	0.3225806451612903	10	20	22
step_00003000	model_region_head_argmax	0	background	32	0.8571428571428571	0.1875	0.30769230769230765	6	1	26
step_00003000	model_region_head_argmax	1	coding	32	0.1926605504587156	0.65625	0.29787234042553196	21	88	11
step_00003000	model_region_head_argmax	2	gene_body	32	0.0	0.0	0.0	0	0	32
step_00003000	model_region_head_argmax	3	promoter	32	0.3148148148148148	0.53125	0.3953488372093023	17	37	15
step_00003000	model_region_head_argmax	4	splice	32	0.06666666666666667	0.03125	0.0425531914893617	1	14	31
step_00003000	model_region_head_argmax	5	tes	32	0.0	0.0	0.0	0	0	32
step_00003000	model_region_head_argmax	6	utr	32	0.23076923076923078	0.28125	0.2535211267605634	9	30	23
