checkpoint	method	class_id	class_name	support	precision	recall	f1	tp	fp	fn
step_00004000	one_mer_nearest_centroid	0	background	32	0.17567567567567569	0.40625	0.24528301886792453	13	61	19
step_00004000	one_mer_nearest_centroid	1	coding	32	0.16666666666666666	0.03125	0.05263157894736842	1	5	31
step_00004000	one_mer_nearest_centroid	2	gene_body	32	0.13333333333333333	0.0625	0.0851063829787234	2	13	30
step_00004000	one_mer_nearest_centroid	3	promoter	32	0.1891891891891892	0.4375	0.2641509433962264	14	60	18
step_00004000	one_mer_nearest_centroid	4	splice	32	0.24242424242424243	0.25	0.24615384615384617	8	25	24
step_00004000	one_mer_nearest_centroid	5	tes	32	0.2	0.0625	0.09523809523809523	2	8	30
step_00004000	one_mer_nearest_centroid	6	utr	32	0.16666666666666666	0.0625	0.09090909090909091	2	10	30
step_00004000	model_embedding_nearest_centroid	0	background	32	0.4727272727272727	0.8125	0.5977011494252874	26	29	6
step_00004000	model_embedding_nearest_centroid	1	coding	32	0.07692307692307693	0.03125	0.044444444444444446	1	12	31
step_00004000	model_embedding_nearest_centroid	2	gene_body	32	0.08333333333333333	0.03125	0.045454545454545456	1	11	31
step_00004000	model_embedding_nearest_centroid	3	promoter	32	0.3	0.1875	0.23076923076923075	6	14	26
step_00004000	model_embedding_nearest_centroid	4	splice	32	0.21951219512195122	0.5625	0.3157894736842105	18	64	14
step_00004000	model_embedding_nearest_centroid	5	tes	32	0.0625	0.03125	0.041666666666666664	1	15	31
step_00004000	model_embedding_nearest_centroid	6	utr	32	0.38461538461538464	0.3125	0.3448275862068966	10	16	22
step_00004000	model_region_head_argmax	0	background	32	0.875	0.21875	0.35	7	1	25
step_00004000	model_region_head_argmax	1	coding	32	0.17088607594936708	0.84375	0.28421052631578947	27	131	5
step_00004000	model_region_head_argmax	2	gene_body	32	0.0	0.0	0.0	0	0	32
step_00004000	model_region_head_argmax	3	promoter	32	0.20833333333333334	0.15625	0.17857142857142858	5	19	27
step_00004000	model_region_head_argmax	4	splice	32	0.0	0.0	0.0	0	0	32
step_00004000	model_region_head_argmax	5	tes	32	0.0	0.0	0.0	0	0	32
step_00004000	model_region_head_argmax	6	utr	32	0.29411764705882354	0.3125	0.30303030303030304	10	24	22
