checkpoint	checkpoint_step	task_id	mode	method	train_sample_count	eval_sample_count	accuracy	precision	recall	f1	balanced_accuracy	mcc	tp	tn	fp	fn	note
step_00007000	7000	TES_polyA	pilot_proxy_from_stage_b_region_buckets	majority_baseline	256	128	0.50000000	0.00000000	0.00000000	0.00000000	0.50000000	0.00000000	0	64	0	64	pilot smoke test only; not formal CropGenome-Bench v1 paper result
step_00007000	7000	TES_polyA	pilot_proxy_from_stage_b_region_buckets	one_mer_nearest_centroid	256	128	0.64843750	0.67924528	0.56250000	0.61538462	0.64843750	0.30135960	36	47	17	28	pilot smoke test only; not formal CropGenome-Bench v1 paper result
step_00007000	7000	TES_polyA	pilot_proxy_from_stage_b_region_buckets	model_embedding_nearest_centroid	256	128	0.84375000	0.83333333	0.85937500	0.84615385	0.84375000	0.68783594	55	53	11	9	pilot smoke test only; not formal CropGenome-Bench v1 paper result
step_00007000	7000	promoter_TSS	pilot_proxy_from_stage_b_region_buckets	majority_baseline	256	128	0.50000000	0.00000000	0.00000000	0.00000000	0.50000000	0.00000000	0	64	0	64	pilot smoke test only; not formal CropGenome-Bench v1 paper result
step_00007000	7000	promoter_TSS	pilot_proxy_from_stage_b_region_buckets	one_mer_nearest_centroid	256	128	0.64062500	0.65000000	0.60937500	0.62903226	0.64062500	0.28180093	39	43	21	25	pilot smoke test only; not formal CropGenome-Bench v1 paper result
step_00007000	7000	promoter_TSS	pilot_proxy_from_stage_b_region_buckets	model_embedding_nearest_centroid	256	128	0.71093750	0.70769231	0.71875000	0.71317829	0.71093750	0.42192651	46	45	19	18	pilot smoke test only; not formal CropGenome-Bench v1 paper result
step_00007000	7000	splice_acceptor	pilot_proxy_from_stage_b_region_buckets	majority_baseline	256	128	0.50000000	0.00000000	0.00000000	0.00000000	0.50000000	0.00000000	0	64	0	64	pilot smoke test only; not formal CropGenome-Bench v1 paper result
step_00007000	7000	splice_acceptor	pilot_proxy_from_stage_b_region_buckets	one_mer_nearest_centroid	256	128	0.60156250	0.61403509	0.54687500	0.57851240	0.60156250	0.20435099	35	42	22	29	pilot smoke test only; not formal CropGenome-Bench v1 paper result
step_00007000	7000	splice_acceptor	pilot_proxy_from_stage_b_region_buckets	model_embedding_nearest_centroid	256	128	0.53906250	0.53521127	0.59375000	0.56296296	0.53906250	0.07859654	38	31	33	26	pilot smoke test only; not formal CropGenome-Bench v1 paper result
