checkpoint	method	class_id	class_name	support	precision	recall	f1	tp	fp	fn
step_00009000	one_mer_nearest_centroid	0	background	32	0.17567567567567569	0.40625	0.24528301886792453	13	61	19
step_00009000	one_mer_nearest_centroid	1	coding	32	0.16666666666666666	0.03125	0.05263157894736842	1	5	31
step_00009000	one_mer_nearest_centroid	2	gene_body	32	0.13333333333333333	0.0625	0.0851063829787234	2	13	30
step_00009000	one_mer_nearest_centroid	3	promoter	32	0.1891891891891892	0.4375	0.2641509433962264	14	60	18
step_00009000	one_mer_nearest_centroid	4	splice	32	0.24242424242424243	0.25	0.24615384615384617	8	25	24
step_00009000	one_mer_nearest_centroid	5	tes	32	0.2	0.0625	0.09523809523809523	2	8	30
step_00009000	one_mer_nearest_centroid	6	utr	32	0.16666666666666666	0.0625	0.09090909090909091	2	10	30
step_00009000	model_embedding_nearest_centroid	0	background	32	0.4262295081967213	0.8125	0.5591397849462365	26	35	6
step_00009000	model_embedding_nearest_centroid	1	coding	32	0.0	0.0	0.0	0	8	32
step_00009000	model_embedding_nearest_centroid	2	gene_body	32	0.14285714285714285	0.03125	0.05128205128205128	1	6	31
step_00009000	model_embedding_nearest_centroid	3	promoter	32	0.4444444444444444	0.375	0.4067796610169491	12	15	20
step_00009000	model_embedding_nearest_centroid	4	splice	32	0.2647058823529412	0.5625	0.36000000000000004	18	50	14
step_00009000	model_embedding_nearest_centroid	5	tes	32	0.1111111111111111	0.0625	0.08	2	16	30
step_00009000	model_embedding_nearest_centroid	6	utr	32	0.37142857142857144	0.40625	0.3880597014925374	13	22	19
step_00009000	model_region_head_argmax	0	background	32	0.875	0.4375	0.5833333333333334	14	2	18
step_00009000	model_region_head_argmax	1	coding	32	0.19298245614035087	0.6875	0.30136986301369867	22	92	10
step_00009000	model_region_head_argmax	2	gene_body	32	0.25	0.03125	0.05555555555555555	1	3	31
step_00009000	model_region_head_argmax	3	promoter	32	0.32857142857142857	0.71875	0.45098039215686275	23	47	9
step_00009000	model_region_head_argmax	4	splice	32	0.0	0.0	0.0	0	0	32
step_00009000	model_region_head_argmax	5	tes	32	0.0	0.0	0.0	0	0	32
step_00009000	model_region_head_argmax	6	utr	32	0.5	0.3125	0.38461538461538464	10	10	22
