checkpoint	method	class_id	class_name	support	precision	recall	f1	tp	fp	fn
step_00002000	one_mer_nearest_centroid	0	background	32	0.17567567567567569	0.40625	0.24528301886792453	13	61	19
step_00002000	one_mer_nearest_centroid	1	coding	32	0.16666666666666666	0.03125	0.05263157894736842	1	5	31
step_00002000	one_mer_nearest_centroid	2	gene_body	32	0.13333333333333333	0.0625	0.0851063829787234	2	13	30
step_00002000	one_mer_nearest_centroid	3	promoter	32	0.1891891891891892	0.4375	0.2641509433962264	14	60	18
step_00002000	one_mer_nearest_centroid	4	splice	32	0.24242424242424243	0.25	0.24615384615384617	8	25	24
step_00002000	one_mer_nearest_centroid	5	tes	32	0.2	0.0625	0.09523809523809523	2	8	30
step_00002000	one_mer_nearest_centroid	6	utr	32	0.16666666666666666	0.0625	0.09090909090909091	2	10	30
step_00002000	model_embedding_nearest_centroid	0	background	32	0.4791666666666667	0.71875	0.575	23	25	9
step_00002000	model_embedding_nearest_centroid	1	coding	32	0.08333333333333333	0.03125	0.045454545454545456	1	11	31
step_00002000	model_embedding_nearest_centroid	2	gene_body	32	0.0	0.0	0.0	0	3	32
step_00002000	model_embedding_nearest_centroid	3	promoter	32	0.2222222222222222	0.125	0.16	4	14	28
step_00002000	model_embedding_nearest_centroid	4	splice	32	0.19607843137254902	0.625	0.29850746268656714	20	82	12
step_00002000	model_embedding_nearest_centroid	5	tes	32	0.14285714285714285	0.0625	0.08695652173913043	2	12	30
step_00002000	model_embedding_nearest_centroid	6	utr	32	0.2962962962962963	0.25	0.2711864406779661	8	19	24
step_00002000	model_region_head_argmax	0	background	32	1.0	0.125	0.2222222222222222	4	0	28
step_00002000	model_region_head_argmax	1	coding	32	0.18243243243243243	0.84375	0.3	27	121	5
step_00002000	model_region_head_argmax	2	gene_body	32	0.0	0.0	0.0	0	1	32
step_00002000	model_region_head_argmax	3	promoter	32	0.2682926829268293	0.34375	0.3013698630136986	11	30	21
step_00002000	model_region_head_argmax	4	splice	32	0.18181818181818182	0.0625	0.09302325581395349	2	9	30
step_00002000	model_region_head_argmax	5	tes	32	0.0	0.0	0.0	0	0	32
step_00002000	model_region_head_argmax	6	utr	32	0.3157894736842105	0.1875	0.23529411764705882	6	13	26
